record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,visit_count_y,results,pollutant_ppm,biological,functionality_status,hour,month
16534,AkRu03085,AkRu03085224,9/8/2021 11:43,1,0,8,well,388,23 Swahili Grove,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,8.30378,0,functional,11,September
16535,AkLu02279,AkLu02279224,9/8/2021 11:44,1,0,34,tap_in_home_broken,772,126 Okonjo-Iweala Street,Akatsi,Lusaka,Urban,10,1,,,,non_functional,11,September
16536,HaRu18356,HaRu18356224,9/8/2021 11:46,1,0,14,well,388,26 Bamako Avenue,Hawassa,Rural,Rural,2,1,Contaminated: Chemical,9.95972,0,functional,11,September
16537,KiRu26557,KiRu26557224,9/8/2021 11:49,1,0,32,well,320,32 Praia Avenue,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,96.6341,functional,11,September
16538,HaRu17883,HaRu17883224,9/8/2021 11:56,1,30,10,shared_tap,3642,28 Lubumbashi Lane,Hawassa,Rural,Rural,3,1,,,,functional,11,September
16539,AmAm09720,AmAm09720224,9/8/2021 11:58,1,0,16,tap_in_home_broken,768,27 Ziwa Mzuri Avenue,Amanzi,Amina,Urban,9,1,,,,non_functional,11,September
16540,AkLu02459,AkLu02459224,9/8/2021 12:14,1,0,18,well,192,39 Ziwa La Kipepeo Drive,Akatsi,Lusaka,Urban,3,1,Clean,0.0965278,7.09E-05,functional,12,September
16541,KiRu28269,KiRu28269224,9/8/2021 12:15,1,240,36,shared_tap,3308,198 Kipepeo Johnson Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,12,September
16542,KiRu27713,KiRu27713224,9/8/2021 12:23,1,156,36,shared_tap,1834,169 Desmond Tutu Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,12,September
16543,KiIs24004,KiIs24004224,9/8/2021 12:40,1,0,3,tap_in_home,364,78 Farasi Makeba Street,Kilimani,Isiqalo,Urban,10,1,,,,functional,12,September
16544,HaAm16145,HaAm16145224,9/8/2021 12:45,1,0,46,well,186,45 Kifaru Lumumba Road,Hawassa,Amina,Urban,1,1,Contaminated: Biological,0,318.664,functional,12,September
16545,AkRu08464,AkRu08464224,9/8/2021 12:55,1,0,30,well,276,64 African Skies Street,Akatsi,Rural,Rural,1,1,Contaminated: Biological,0,96.6341,functional,12,September
16546,KiRu25780,KiRu25780224,9/8/2021 13:02,8,40,2,shared_tap,428,7 Acacia Lane,Kilimani,Rural,Rural,5,8,,,,partially_functional,13,September
16547,HaRu18999,HaRu18999224,9/8/2021 13:07,1,16,30,shared_tap,218,27 Winnie Mandela Street,Hawassa,Rural,Rural,7,1,,,,functional,13,September
16548,SoMa33794,SoMa33794224,9/8/2021 13:14,1,0,42,well,364,67 Cissé Road,Sokoto,Majengo,Urban,2,1,Contaminated: Chemical,8.22839,0,functional,13,September
16549,KiIs24069,KiIs24069224,9/8/2021 13:18,1,0,8,well,188,61 Jengo Khama Avenue,Kilimani,Isiqalo,Urban,1,1,Contaminated: Biological,0,267.371,functional,13,September
16550,SoIl32296,SoIl32296224,9/8/2021 13:26,1,0,48,tap_in_home,944,29 Meru Circle,Sokoto,Ilanga,Urban,10,1,,,,functional,13,September
16551,SoCh32261,SoCh32261224,9/8/2021 13:34,1,7,16,river,780,64 Mali Avenue,Sokoto,Cheche,Urban,0,1,,,,non_functional,13,September
16552,AmRu15865,AmRu15865224,9/8/2021 13:38,1,0,28,tap_in_home_broken,506,17 African Queen Road,Amanzi,Rural,Rural,9,1,,,,non_functional,13,September
16553,AkRu05128,AkRu05128224,9/8/2021 13:44,2,147,10,shared_tap,3598,45 Luanda Boulevard,Akatsi,Rural,Rural,3,2,,,,partially_functional,13,September
16554,SoRu35218,SoRu35218224,9/8/2021 13:50,1,0,28,well,354,51 Nile Street,Sokoto,Rural,Rural,1,1,Contaminated: Biological,0,262.668,functional,13,September
16555,HaRu18922,HaRu18922224,9/8/2021 13:55,1,0,30,well,316,39 Winnie Mandela Street,Hawassa,Rural,Rural,2,1,Contaminated: Chemical,9.59187,0,functional,13,September
16556,KiMr24279,KiMr24279224,9/8/2021 14:32,1,0,5,tap_in_home_broken,790,28 Sokoto Avenue,Kilimani,Mrembo,Urban,9,1,,,,non_functional,14,September
16557,AkHa00474,AkHa00474224,9/8/2021 14:47,1,0,12,tap_in_home_broken,820,172 Oliver Tambo Street,Akatsi,Harare,Urban,9,1,,,,non_functional,14,September
16558,KiRu25588,KiRu25588224,9/8/2021 14:53,6,109,30,shared_tap,3152,5 Usiku Court,Kilimani,Rural,Rural,3,6,,,,partially_functional,14,September
16559,KiAm22573,KiAm22573224,9/8/2021 14:55,1,0,1,tap_in_home_broken,452,55 Bahari Ya Upendo Road,Kilimani,Amara,Urban,10,1,,,,non_functional,14,September
16560,HaRu18815,HaRu18815224,9/8/2021 15:00,1,0,12,well,244,31 Khama Avenue,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,318.664,functional,15,September
16561,HaRu18485,HaRu18485224,9/8/2021 15:00,1,0,3,well,282,67 Kano Street,Hawassa,Rural,Rural,2,1,Contaminated: Chemical,9.47886,0,functional,15,September
16562,KiZu31389,KiZu31389224,9/8/2021 15:01,1,0,5,well,318,52 Mto Wa Maji Avenue,Kilimani,Zuri,Urban,3,1,Clean,0.0466423,4.17E-05,functional,15,September
16563,KiZu31418,KiZu31418224,9/8/2021 15:03,1,0,42,well,396,70 Mto Wa Maji Avenue,Kilimani,Zuri,Urban,3,1,Clean,0.0837322,9.56E-05,functional,15,September
16564,KiRu29835,KiRu29835224,9/8/2021 15:03,1,0,38,well,380,37 Soweto Blues Boulevard,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,6.91645,0,functional,15,September
16565,AmAm09869,AmAm09869224,9/8/2021 15:09,1,0,34,well,336,35 Afro Jazz Street,Amanzi,Amina,Urban,2,1,Contaminated: Chemical,8.98205,0,functional,15,September
16566,SoRu37475,SoRu37475224,9/8/2021 15:11,1,0,30,well,164,6 Soko Soyinka Road,Sokoto,Rural,Rural,2,1,Contaminated: Chemical,3.80533,0,functional,15,September
16567,AmRu14484,AmRu14484224,9/8/2021 15:13,1,0,48,well,212,33 Jomo Kenyatta Boulevard,Amanzi,Rural,Rural,3,1,Clean,0.0635581,5.29E-05,functional,15,September
16568,HaAm15940,HaAm15940224,9/8/2021 15:24,1,20,34,river,402,168 Garang Street,Hawassa,Amina,Urban,0,1,,,,non_functional,15,September
16569,AkRu08901,AkRu08901224,9/8/2021 15:31,1,240,38,shared_tap,3068,172 Ladysmith Black Street,Akatsi,Rural,Rural,3,1,,,,partially_functional,15,September
16570,KiAm22091,KiAm22091224,9/8/2021 15:56,1,0,34,tap_in_home,398,170 Lome Street,Kilimani,Amara,Urban,10,1,,,,functional,15,September
16571,KiRu29848,KiRu29848224,9/8/2021 15:57,8,160,24,shared_tap,2370,38 Soweto Blues Boulevard,Kilimani,Rural,Rural,3,8,,,,partially_functional,15,September
16572,KiIs23565,KiIs23565224,9/8/2021 15:59,1,0,5,well,202,124 Langata Road,Kilimani,Isiqalo,Urban,2,1,Contaminated: Chemical,3.51337,0,functional,15,September
16573,KiMr24543,KiMr24543224,9/8/2021 16:13,6,212,0,shared_tap,3348,123 Okocha Street,Kilimani,Mrembo,Urban,3,6,,,,partially_functional,16,September
16574,KiZu30859,KiZu30859224,9/8/2021 16:15,7,95,28,shared_tap,2832,179 Banjul Street,Kilimani,Zuri,Urban,3,7,,,,partially_functional,16,September
16575,SoRu38654,SoRu38654224,9/8/2021 16:15,1,12,5,river,630,153 Mto Wa Ukarimu Street,Sokoto,Rural,Rural,0,1,,,,non_functional,16,September
16576,KiRu28677,KiRu28677224,9/8/2021 16:15,2,200,42,shared_tap,3164,194 Bahari Nzuri Street,Kilimani,Rural,Rural,3,2,,,,partially_functional,16,September
16577,AmRu13519,AmRu13519224,9/8/2021 16:18,2,65,1,shared_tap,1170,102 Casablanca Street,Amanzi,Rural,Rural,10,2,,,,partially_functional,16,September
16578,AmAs10462,AmAs10462224,9/8/2021 16:19,1,0,2,tap_in_home_broken,522,10 Eto'o Street,Amanzi,Asmara,Urban,9,1,,,,non_functional,16,September
16579,HaRu19388,HaRu19388224,9/8/2021 16:20,1,0,3,well,382,29 Twiga Lumumba Boulevard,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,267.371,functional,16,September
16580,AmRu15259,AmRu15259224,9/8/2021 16:31,1,0,12,tap_in_home_broken,928,9 Mawimbi Maji Street,Amanzi,Rural,Rural,9,1,,,,non_functional,16,September
16581,KiRu30285,KiRu30285224,9/8/2021 16:33,1,0,1,well,376,28 Kinshasa Road,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,9.39484,0,functional,16,September
16582,KiMr24693,KiMr24693224,9/8/2021 16:36,1,0,28,well,284,28 Kob Maathai Road,Kilimani,Mrembo,Urban,1,1,Contaminated: Biological,0,485.162,functional,16,September
16583,KiRu25285,KiRu25285224,9/8/2021 16:53,1,0,5,tap_in_home,964,7 Mwanza Street,Kilimani,Rural,Rural,10,1,,,,functional,16,September
16584,KiRu26306,KiRu26306224,9/8/2021 16:55,7,57,2,shared_tap,516,55 Kimathi Street,Kilimani,Rural,Rural,5,7,,,,partially_functional,16,September
16585,KiRu25506,KiRu25506224,9/8/2021 17:05,3,93,36,shared_tap,2490,44 Limpopo Trail,Kilimani,Rural,Rural,3,3,,,,partially_functional,17,September
16586,KiZu31371,KiZu31371224,9/8/2021 17:28,7,100,32,shared_tap,3094,6 Mto Wa Maji Avenue,Kilimani,Zuri,Urban,3,7,,,,partially_functional,17,September
16587,KiRu26347,KiRu26347224,9/8/2021 18:12,7,92,18,shared_tap,1436,73 Kimathi Street,Kilimani,Rural,Rural,3,7,,,,partially_functional,18,September
16588,KiZu31309,KiZu31309224,9/8/2021 18:26,6,131,10,shared_tap,1446,27 Conakry Street,Kilimani,Zuri,Urban,3,6,,,,partially_functional,18,September
16589,HaRu20594,HaRu20594224,9/9/2021 6:27,4,144,5,shared_tap,2220,152 Gbenga Adeyinka Street,Hawassa,Rural,Rural,3,4,,,,partially_functional,6,September
16590,AmRu13519,AmRu13519224,9/9/2021 6:31,3,81,1,shared_tap,1170,102 Casablanca Street,Amanzi,Rural,Rural,10,3,,,,partially_functional,6,September
16591,KiRu27506,KiRu27506224,9/9/2021 6:57,2,25,18,shared_tap,368,58 Soyinka Boulevard,Kilimani,Rural,Rural,5,2,,,,functional,6,September
16592,KiRu27124,KiRu27124224,9/9/2021 7:25,3,127,46,shared_tap,1166,144 Maseru Road,Kilimani,Rural,Rural,3,3,,,,partially_functional,7,September
16593,AkRu04935,AkRu04935224,9/9/2021 7:33,4,163,7,shared_tap,3744,121 Bissau Street,Akatsi,Rural,Rural,10,4,,,,partially_functional,7,September
16594,KiZu30838,KiZu30838224,9/9/2021 9:03,1,0,28,tap_in_home_broken,944,117 Banjul Street,Kilimani,Zuri,Urban,9,1,,,,non_functional,9,September
16595,AkRu05128,AkRu05128224,9/9/2021 9:17,3,244,10,shared_tap,3598,45 Luanda Boulevard,Akatsi,Rural,Rural,3,3,,,,partially_functional,9,September
16596,HaRu20282,HaRu20282224,9/9/2021 9:20,1,0,40,well,198,196 Johnny Street,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,182.88,functional,9,September
16597,AmRu13851,AmRu13851224,9/9/2021 9:21,3,130,30,shared_tap,1546,135 Timbuktu Road,Amanzi,Rural,Rural,3,3,,,,partially_functional,9,September
16598,AkHa00583,AkHa00583224,9/9/2021 9:25,1,0,7,well,396,33 Yvonne Chaka Street,Akatsi,Harare,Urban,3,1,Clean,0.0376493,7.77E-05,functional,9,September
16599,HaAm15911,HaAm15911224,9/9/2021 9:29,1,0,1,tap_in_home,378,81 Garang Street,Hawassa,Amina,Urban,10,1,,,,functional,9,September
16600,AkKi01500,AkKi01500224,9/9/2021 9:35,1,0,36,tap_in_home_broken,476,49 Zambezi Street,Akatsi,Kintampo,Urban,9,1,,,,non_functional,9,September
16601,SoRu37493,SoRu37493224,9/9/2021 9:43,2,47,1,shared_tap,614,69 Soko Soyinka Road,Sokoto,Rural,Rural,5,2,,,,partially_functional,9,September
16602,AkRu05382,AkRu05382224,9/9/2021 9:50,1,22,46,shared_tap,1518,77 Wole Soyinka Street,Akatsi,Rural,Rural,6,1,,,,functional,9,September
16603,HaZa21652,HaZa21652224,9/9/2021 10:02,1,0,42,tap_in_home,796,15 Kampala Road,Hawassa,Zanzibar,Urban,10,1,,,,functional,10,September
16604,KiZu31371,KiZu31371224,9/9/2021 10:14,8,196,32,shared_tap,3094,6 Mto Wa Maji Avenue,Kilimani,Zuri,Urban,3,8,,,,partially_functional,10,September
16605,KiRu25506,KiRu25506224,9/9/2021 10:18,4,211,36,shared_tap,2490,44 Limpopo Trail,Kilimani,Rural,Rural,3,4,,,,partially_functional,10,September
16606,KiRu26820,KiRu26820224,9/9/2021 10:19,1,0,16,well,242,86 N'Djamena Road,Kilimani,Rural,Rural,1,1,Contaminated: Biological,0,4.7582,functional,10,September
16607,AmRu15822,AmRu15822224,9/9/2021 10:28,1,0,48,tap_in_home_broken,826,147 African Queen Road,Amanzi,Rural,Rural,9,1,,,,non_functional,10,September
16608,AmAm09657,AmAm09657224,9/9/2021 10:29,1,0,10,tap_in_home_broken,742,197 Lumumba Lane,Amanzi,Amina,Urban,9,1,,,,non_functional,10,September
16609,AmAb09022,AmAb09022224,9/9/2021 10:33,1,0,0,tap_in_home_broken,352,149 Kinshasa Road,Amanzi,Abidjan,Urban,9,1,,,,non_functional,10,September
16610,AmDa11648,AmDa11648224,9/9/2021 10:35,1,0,30,tap_in_home,400,81 Paka Amanpour Road,Amanzi,Dahabu,Urban,10,1,,,,functional,10,September
16611,KiRu26347,KiRu26347224,9/9/2021 10:43,8,138,18,shared_tap,1436,73 Kimathi Street,Kilimani,Rural,Rural,3,8,,,,partially_functional,10,September
16612,HaDe16440,HaDe16440224,9/9/2021 10:46,1,0,30,tap_in_home,758,112 Ndege Tambo Road,Hawassa,Deka,Urban,10,1,,,,functional,10,September
16613,KiMr24908,KiMr24908224,9/9/2021 10:50,1,0,46,well,282,17 Mlima Wa Matumaini Street,Kilimani,Mrembo,Urban,1,1,Contaminated: Biological,0,495.898,functional,10,September
16614,AmPw12372,AmPw12372224,9/9/2021 11:14,1,19,40,shared_tap,934,72 Jengo Street,Amanzi,Pwani,Urban,7,1,,,,functional,11,September
16615,AkLu02601,AkLu02601224,9/9/2021 11:14,1,0,18,tap_in_home_broken,846,3 Papa Wemba Road,Akatsi,Lusaka,Urban,9,1,,,,non_functional,11,September
16616,SoRu39087,SoRu39087224,9/9/2021 11:15,1,0,30,tap_in_home_broken,900,12 Youssou N'Dour Road,Sokoto,Rural,Rural,9,1,,,,non_functional,11,September
16617,AkRu05244,AkRu05244224,9/9/2021 11:22,1,0,46,tap_in_home,888,54 Kenyatta Street,Akatsi,Rural,Rural,10,1,,,,functional,11,September
16618,KiRu25331,KiRu25331224,9/9/2021 11:26,1,0,22,well,186,67 Mwanza Street,Kilimani,Rural,Rural,2,1,Contaminated: Chemical,9.80776,0,functional,11,September
16619,AmRu15183,AmRu15183224,9/9/2021 11:30,1,0,36,tap_in_home,570,153 Mawimbi Maji Street,Amanzi,Rural,Rural,10,1,,,,functional,11,September
16620,AkKi01374,AkKi01374224,9/9/2021 11:34,1,0,30,tap_in_home,450,93 Zambezi Street,Akatsi,Kintampo,Urban,10,1,,,,functional,11,September
16621,KiRu27224,KiRu27224224,9/9/2021 11:49,1,16,18,river,848,37 Maseru Road,Kilimani,Rural,Rural,0,1,,,,non_functional,11,September
16622,SoRu36506,SoRu36506224,9/9/2021 11:59,1,13,1,river,994,5 Machel Lane,Sokoto,Rural,Rural,0,1,,,,non_functional,11,September
16623,AkRu04528,AkRu04528224,9/9/2021 12:00,1,0,34,well,386,89 Antananarivo Road,Akatsi,Rural,Rural,3,1,Clean,0.0609813,3.00E-05,functional,12,September
16624,KiMr25145,KiMr25145224,9/9/2021 12:01,1,0,42,tap_in_home_broken,628,27 Afrobeats Street,Kilimani,Mrembo,Urban,9,1,,,,non_functional,12,September
16625,KiMr24266,KiMr24266224,9/9/2021 12:05,1,8,46,river,898,45 Sokoto Avenue,Kilimani,Mrembo,Urban,0,1,,,,non_functional,12,September
16626,KiZu31309,KiZu31309224,9/9/2021 12:09,7,125,10,shared_tap,1446,27 Conakry Street,Kilimani,Zuri,Urban,3,7,,,,partially_functional,12,September
16627,AkRu08258,AkRu08258224,9/9/2021 12:25,1,0,46,well,382,69 Freedom Road,Akatsi,Rural,Rural,1,1,Contaminated: Biological,0,267.371,functional,12,September
16628,SoMa33720,SoMa33720224,9/9/2021 12:27,1,0,48,tap_in_home,788,11 Algiers Road,Sokoto,Majengo,Urban,10,1,,,,functional,12,September
16629,AmDa12226,AmDa12226224,9/9/2021 12:40,1,0,34,tap_in_home,596,51 Angélique Kidjo Avenue,Amanzi,Dahabu,Urban,10,1,,,,functional,12,September
16630,HaRu20181,HaRu20181224,9/9/2021 12:50,4,56,40,shared_tap,592,7 Mawimbi Makuu Drive,Hawassa,Rural,Rural,5,4,,,,partially_functional,12,September
16631,AkRu08722,AkRu08722224,9/9/2021 12:55,1,0,14,well,358,3 Niger Drive,Akatsi,Rural,Rural,3,1,Clean,0.095711,1.69E-05,functional,12,September
16632,AmRu15647,AmRu15647224,9/9/2021 13:00,1,0,42,tap_in_home_broken,344,1 Scatterlings Avenue,Amanzi,Rural,Rural,9,1,,,,non_functional,13,September
16633,HaRu20507,HaRu20507224,9/9/2021 13:03,1,0,18,well,284,176 Gbenga Adeyinka Street,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,262.668,functional,13,September
16634,KiMr24458,KiMr24458224,9/9/2021 13:04,1,0,2,well,198,169 Okocha Street,Kilimani,Mrembo,Urban,3,1,Clean,0.0257838,9.43E-05,functional,13,September
16635,AmBe10961,AmBe10961224,9/9/2021 13:06,1,0,12,tap_in_home_broken,862,90 Achebe Street,Amanzi,Bello,Urban,9,1,,,,non_functional,13,September
16636,SoRu35197,SoRu35197224,9/9/2021 13:10,1,25,44,shared_tap,1952,10 Kenyatta Avenue,Sokoto,Rural,Rural,6,1,,,,functional,13,September
16637,AkLu02229,AkLu02229224,9/9/2021 13:16,1,0,4,tap_in_home,958,172 Okonjo-Iweala Street,Akatsi,Lusaka,Urban,10,1,,,,functional,13,September
16638,AmBe11161,AmBe11161224,9/9/2021 13:17,1,223,14,shared_tap,2768,66 Mbuzi Mbeki Street,Amanzi,Bello,Urban,3,1,,,,partially_functional,13,September
16639,AkRu05963,AkRu05963224,9/9/2021 13:19,1,0,5,well,328,91 Mbeki Street,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,3.21474,0,functional,13,September
16640,AmRu14807,AmRu14807224,9/9/2021 13:21,1,0,38,tap_in_home,466,113 Nyama Choma Street,Amanzi,Rural,Rural,10,1,,,,functional,13,September
16641,KiRu26306,KiRu26306224,9/9/2021 13:22,8,33,2,shared_tap,516,55 Kimathi Street,Kilimani,Rural,Rural,5,8,,,,partially_functional,13,September
16642,HaSe20915,HaSe20915224,9/9/2021 13:26,1,0,34,tap_in_home_broken,440,17 Pygmy Trail,Hawassa,Serowe,Urban,9,1,,,,non_functional,13,September
16643,AmPw12781,AmPw12781224,9/9/2021 13:39,1,240,12,shared_tap,3150,63 Tumbili Kenyatta Avenue,Amanzi,Pwani,Urban,3,1,,,,partially_functional,13,September
16644,AkRu08901,AkRu08901224,9/9/2021 13:41,2,206,38,shared_tap,3068,172 Ladysmith Black Street,Akatsi,Rural,Rural,3,2,,,,partially_functional,13,September
16645,KiMr24543,KiMr24543224,9/9/2021 13:42,7,132,0,shared_tap,3348,123 Okocha Street,Kilimani,Mrembo,Urban,3,7,,,,partially_functional,13,September
16646,SoBa31664,SoBa31664224,9/9/2021 13:56,1,0,36,well,160,173 Kwame Nkrumah Street,Sokoto,Bahari,Urban,2,1,Contaminated: Chemical,3.99567,0,functional,13,September
16647,AmAm09515,AmAm09515224,9/9/2021 14:04,1,136,24,shared_tap,1566,57 Lumumba Lane,Amanzi,Amina,Urban,3,1,,,,partially_functional,14,September
16648,SoRu36540,SoRu36540224,9/9/2021 14:25,1,15,14,river,412,39 Machel Lane,Sokoto,Rural,Rural,0,1,,,,non_functional,14,September
16649,AkRu02769,AkRu02769224,9/9/2021 14:27,1,0,30,well,260,119 Nia Lane,Akatsi,Rural,Rural,2,1,Contaminated: Chemical,4.20594,0,functional,14,September
16650,HaRu17902,HaRu17902224,9/9/2021 14:37,1,9,24,river,648,112 Lubumbashi Lane,Hawassa,Rural,Rural,0,1,,,,non_functional,14,September
16651,SoMa34600,SoMa34600224,9/9/2021 14:39,1,0,34,tap_in_home,572,50 Thomas Mapfumo Road,Sokoto,Marang,Urban,10,1,,,,functional,14,September
16652,KiZu30962,KiZu30962224,9/9/2021 14:43,1,0,8,tap_in_home_broken,830,127 Yaounde Street,Kilimani,Zuri,Urban,9,1,,,,non_functional,14,September
16653,KiRu28269,KiRu28269224,9/9/2021 14:47,2,258,36,shared_tap,3308,198 Kipepeo Johnson Street,Kilimani,Rural,Rural,3,2,,,,partially_functional,14,September
16654,SoMa34095,SoMa34095224,9/9/2021 14:53,1,21,40,river,524,105 Yaya Touré Lane,Sokoto,Majengo,Urban,0,1,,,,non_functional,14,September
16655,AmPw12460,AmPw12460224,9/9/2021 15:06,1,0,40,tap_in_home,324,169 Jengo Street,Amanzi,Pwani,Urban,10,1,,,,functional,15,September
16656,HaDe16346,HaDe16346224,9/9/2021 15:14,1,0,2,well,270,6 Dangote Drive,Hawassa,Deka,Urban,1,1,Contaminated: Biological,0,34.2493,functional,15,September
16657,AkHa00560,AkHa00560224,9/9/2021 15:20,1,0,14,tap_in_home,368,22 Yvonne Chaka Street,Akatsi,Harare,Urban,10,1,,,,functional,15,September
16658,SoRu38555,SoRu38555224,9/9/2021 15:29,1,0,3,well,202,1 Mlima Wa Ufalme Avenue,Sokoto,Rural,Rural,1,1,Contaminated: Biological,0,96.6341,functional,15,September
16659,HaRu18316,HaRu18316224,9/9/2021 15:32,1,0,34,well,302,13 Bamako Avenue,Hawassa,Rural,Rural,1,1,Contaminated: Biological,0,6.97201,functional,15,September
16660,KiRu28677,KiRu28677224,9/9/2021 15:49,3,228,42,shared_tap,3164,194 Bahari Nzuri Street,Kilimani,Rural,Rural,3,3,,,,partially_functional,15,September
16661,SoRu36237,SoRu36237224,9/9/2021 15:53,1,17,28,river,594,17 Casablanca Road,Sokoto,Rural,Rural,0,1,,,,non_functional,15,September
16662,AkRu04161,AkRu04161224,9/9/2021 15:54,1,0,30,well,226,155 Victoria Street,Akatsi,Rural,Rural,3,1,Clean,0.0789454,2.08E-05,functional,15,September
16663,AmAs10447,AmAs10447224,9/9/2021 15:58,1,218,24,shared_tap,2694,58 Eto'o Street,Amanzi,Asmara,Urban,3,1,,,,partially_functional,15,September
16664,AkRu04094,AkRu04094224,9/9/2021 16:05,1,0,32,well,182,8 Victoria Street,Akatsi,Rural,Rural,3,1,Clean,0.0451345,2.10E-05,functional,16,September
16665,KiRu27713,KiRu27713224,9/9/2021 16:07,2,69,36,shared_tap,1834,169 Desmond Tutu Street,Kilimani,Rural,Rural,3,2,,,,partially_functional,16,September
16666,SoRu37691,SoRu37691224,9/9/2021 16:10,1,153,46,shared_tap,1798,56 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,1,,,,partially_functional,16,September
16667,AmPw12498,AmPw12498224,9/9/2021 16:34,1,0,16,tap_in_home,900,168 Jengo Street,Amanzi,Pwani,Urban,10,1,,,,functional,16,September
16668,SoRu35183,SoRu35183224,9/9/2021 16:39,1,0,5,well,294,66 Kenyatta Avenue,Sokoto,Rural,Rural,10,1,Contaminated: Chemical,9.89173,0,functional,16,September
16669,SoMa34461,SoMa34461224,9/9/2021 16:40,1,0,3,tap_in_home_broken,914,28 Usman dan Fodio Way,Sokoto,Marang,Urban,9,1,,,,non_functional,16,September
16670,SoRu37797,SoRu37797224,9/9/2021 16:40,1,0,34,tap_in_home,990,22 Kuku Kenyatta Road,Sokoto,Rural,Rural,10,1,,,,functional,16,September
16671,AmRu13243,AmRu13243224,9/9/2021 16:43,1,0,28,tap_in_home_broken,590,74 Hurghada Street,Amanzi,Rural,Rural,9,1,,,,non_functional,16,September
16672,AmBe11059,AmBe11059224,9/9/2021 16:53,1,0,24,tap_in_home_broken,822,34 Achebe Street,Amanzi,Bello,Urban,9,1,,,,non_functional,16,September
16673,KiRu29333,KiRu29333224,9/9/2021 16:57,1,71,7,shared_tap,662,25 Pwani Ya Utulivu Drive,Kilimani,Rural,Rural,5,1,,,,partially_functional,16,September
16674,KiZu30859,KiZu30859224,9/9/2021 17:22,8,245,28,shared_tap,2832,179 Banjul Street,Kilimani,Zuri,Urban,3,8,,,,partially_functional,17,September
16675,AkRu03369,AkRu03369224,9/9/2021 17:50,4,44,10,shared_tap,932,163 Savanna Street,Akatsi,Rural,Rural,4,4,,,,partially_functional,17,September
16676,KiRu25588,KiRu25588224,9/9/2021 18:31,7,269,30,shared_tap,3152,5 Usiku Court,Kilimani,Rural,Rural,3,7,,,,partially_functional,18,September
16677,HaRu20575,HaRu20575224,9/9/2021 18:45,4,135,5,shared_tap,2106,138 Gbenga Adeyinka Street,Hawassa,Rural,Rural,10,4,,,,partially_functional,18,September
16678,HaRu20575,HaRu20575224,9/10/2021 7:42,5,159,5,shared_tap,2106,138 Gbenga Adeyinka Street,Hawassa,Rural,Rural,10,5,,,,partially_functional,7,September
16679,AmAs10447,AmAs10447224,9/10/2021 7:56,2,231,24,shared_tap,2694,58 Eto'o Street,Amanzi,Asmara,Urban,3,2,,,,partially_functional,7,September
16680,AkRu04935,AkRu04935224,9/10/2021 8:17,5,168,7,shared_tap,3744,121 Bissau Street,Akatsi,Rural,Rural,10,5,,,,partially_functional,8,September
16681,KiRu28269,KiRu28269224,9/10/2021 8:17,3,148,36,shared_tap,3308,198 Kipepeo Johnson Street,Kilimani,Rural,Rural,3,3,,,,partially_functional,8,September
16682,SoRu37691,SoRu37691224,9/10/2021 8:31,2,186,46,shared_tap,1798,56 Tausi Lumumba Avenue,Sokoto,Rural,Rural,3,2,,,,partially_functional,8,September
16683,KiRu28677,KiRu28677224,9/10/2021 8:36,4,327,42,shared_tap,3164,194 Bahari Nzuri Street,Kilimani,Rural,Rural,3,4,,,,partially_functional,8,September
16684,KiRu29631,KiRu29631224,9/10/2021 9:21,1,96,30,shared_tap,1014,108 Ziwa La Upendo Street,Kilimani,Rural,Rural,3,1,,,,partially_functional,9,September
16685,AmDa11907,AmDa11907224,9/10/2021 9:21,1,0,8,tap_in_home,706,46 Nyoka Achebe Street,Amanzi,Dahabu,Urban,10,1,,,,functional,9,September
16686,KiRu29583,KiRu29583224,9/10/2021 9:23,1,0,1,tap_in_home_broken,464,47 Bahari Nyeupe Street,Kilimani,Rural,Rural,9,1,,,,non_functional,9,September
16687,HaRu19858,HaRu19858224,9/10/2021 9:25,1,0,2,tap_in_home_broken,884,149 Chanzo Cha Furaha Road,Hawassa,Rural,Rural,9,1,,,,non_functional,9,September
16688,KiRu29333,KiRu29333224,9/10/2021 9:35,2,74,7,shared_tap,662,25 Pwani Ya Utulivu Drive,Kilimani,Rural,Rural,5,2,,,,partially_functional,9,September
16689,SoRu38733,SoRu38733224,9/10/2021 9:35,1,25,30,shared_tap,2060,94 Mto Wa Ukarimu Street,Sokoto,Rural,Rural,5,1,,,,functional,9,September
16690,HaRu20239,HaRu20239224,9/10/2021 9:39,1,23,10,shared_tap,1570,29 Malaika Drive,Hawassa,Rural,Rural,6,1,,,,functional,9,September
