record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,results,pollutant_ppm,biological,functionality_status,hour,month,year
61352,MEIG01206,MEIG01206224,12/17/2023 5:49,2,50,16,river,31209,Antuambui,Meru,Igembe North,Urban,,,,,,,,
61353,ISIS01207,ISIS01207224,9/21/2022 8:16,4,176,10,tap_in_home,40973,Wabera,Isiolo,Isiolo North,Urban,,,,,,,,
61354,ISIS01208,ISIS01208224,1/5/2024 5:58,5,245,30,river,37532,Bulla Pesa,Isiolo,Isiolo North,Rural,,,,,,,,
61355,LALA01209,LALA01209224,12/27/2023 18:33,4,361,30,well,14149,Mugogodo West,Laikipia,Laikipia North,Rural,,Contaminated: Chemical,,,,,,
61356,MEIG01210,MEIG01210224,12/11/2023 14:30,2,427,22,shared_taps,52909,Naathu,Meru,Igembe North,Rural,,,,,,,,
61357,MEIG01211,MEIG01211224,6/11/2025 10:52,3,277,37,shared_taps,47777,Amwathi,Meru,Igembe North,Urban,,,,,,,,
61358,ISIS01212,ISIS01212224,12/5/2025 19:48,4,304,34,shared_taps,11648,Ngare Mara,Isiolo,Isiolo North,Urban,,,,,functional,,,
61359,ISIS01213,ISIS01213224,12/11/2022 7:40,5,293,43,river,26817,Oldo/Nyiro,Isiolo,Isiolo North,Rural,,,,,non_functional,,,
61360,ISIS01214,ISIS01214224,7/23/2023 19:37,3,510,36,river,13325,Chari,Isiolo,Isiolo North,Rural,,,,,,,,
61361,MALA01215,MALA01215224,9/13/2024 10:58,4,18,47,shared_taps,25788,Laisamis,Marsabit,Laisamis,Urban,,,,,functional,,,
61362,MALA01216,MALA01216224,5/6/2022 8:45,1,333,8,tap_in_home_broken,39947,Korr/Ngurunit,Marsabit,Laisamis,Urban,,,,,functional,,,
61363,MALA01217,MALA01217224,9/27/2022 10:59,3,500,46,tap_in_home,14324,Logo Logo,Marsabit,Laisamis,Urban,,,,,functional,,,
61364,MALA01218,MALA01218224,10/22/2023 13:41,3,280,10,well,16730,Kargi/South Horr,Marsabit,Laisamis,Rural,,Contaminated:Biological,,,functional,,,
61365,MASA01219,MASA01219224,5/4/2024 17:57,4,158,19,shared_taps,17488,Karare,Marsabit,Saku,Rural,,,,,,,,
61366,MASA01220,MASA01220224,8/13/2022 14:59,5,137,14,shared_taps,35501,Sagante/Jaldesa,Marsabit,Saku,Rural,,,,,,,,
61367,MASA01221,MASA01221224,7/11/2022 13:50,2,502,21,river,39255,Marsabit Central,Marsabit,Saku,Rural,,,,,functional,,,
61368,SASA01222,SASA01222224,10/10/2023 19:20,4,428,39,well,22242,Wamba East,Samburu,Samburu East,Rural,,Contaminated:Biological,,,partially_functional,,,
61369,SASA01223,SASA01223224,10/24/2023 10:29,1,293,1,well,18192,Wamba North,Samburu,Samburu East,Rural,,Contaminated:Biological,,,partially_functional,,,
61370,SASA01224,SASA01224224,9/21/2023 14:22,5,391,32,well,20238,Wamba West,Samburu,Samburu East,Rural,,Contaminated:Biological,,,partially_functional,,,
61371,SASA01225,SASA01225224,7/17/2024 16:30,2,110,22,shared_taps,25119,Waso,Samburu,Samburu East,Urban,,,,,partially_functional,,,
61372,SASA01226,SASA01226224,6/2/2022 16:59,3,136,8,shared_taps,16529,Angata Nanyokie,Samburu,Samburu North,Rural,,,,,partially_functional,,,
61373,SASA01227,SASA01227224,10/18/2023 11:56,3,58,27,shared_taps,18230,Baawa,Samburu,Samburu North,Urban,,,,,partially_functional,,,
61374,SASA01228,SASA01228224,4/3/2022 15:31,5,63,4,shared_taps,18170,El-Barta,Samburu,Samburu North,Rural,,,,,partially_functional,,,
61375,SASA01229,SASA01229224,12/14/2024 16:21,1,404,9,tap_in_home_broken,13561,Nachola,Samburu,Samburu North,Rural,,,,,partially_functional,,,
61376,SASA01230,SASA01230224,12/11/2024 17:47,1,45,5,well,17843,Ndoto,Samburu,Samburu North,Urban,,Contaminated:Biological,,,partially_functional,,,
61377,SASA01231,SASA01231224,4/25/2023 17:25,1,286,18,shared_taps,21797,Nyiro,Samburu,Samburu North,Urban,,,,,partially_functional,,,
61378,SASA01232,SASA01232224,6/4/2023 10:13,4,237,22,tap_in_home,34257,Lodokejek,Samburu,Samburu West,Urban,,,,,partially_functional,,,
61379,SASA01233,SASA01233224,5/3/2025 13:27,4,444,25,shared_taps,13118,Loosuk,Samburu,Samburu West,Urban,,,,,partially_functional,,,
61380,SASA01234,SASA01234224,9/22/2025 11:38,4,417,13,shared_taps,66362,Maralal,Samburu,Samburu West,Urban,,,,,partially_functional,,,
61381,SASA01235,SASA01235224,9/13/2023 7:07,1,193,39,tap_in_home_broken,23441,Poro,Samburu,Samburu West,Urban,,,,,partially_functional,,,
61382,SASA01236,SASA01236224,7/15/2024 9:33,5,13,6,well,19126,Suguta Marmar,Samburu,Samburu West,Rural,,Contaminated: Chemical,,,partially_functional,,,
61383,TUTU01237,TUTU01237224,12/1/2022 12:01,4,339,42,shared_taps,35738,Katilia,Turkana,Turkana East,Rural,,,,,,,,
61384,TUTU01238,TUTU01238224,4/2/2023 5:55,3,347,38,tap_in_home,32031,Kalapata,Turkana,Turkana South,Urban,,,,,,,,
61385,KAMA01239,KAMA01239224,11/12/2025 10:57,5,68,27,river,33159,Chemuche,Kakamega,Malava,Rural,,,,,functional,,,
61386,NAMO01240,NAMO01240224,5/10/2022 8:32,5,47,25,river,26113,Ndalat,Nandi,Mosop,Rural,,,,,,,,
61387,UATU01241,UATU01241224,6/23/2023 6:21,3,392,17,well,43148,Kamagut,Uasin Gishu,Turbo,Urban,,Contaminated:Biological,,,functional,,,
61388,UATU01242,UATU01242224,2/26/2023 14:02,3,158,38,shared_taps,42581,Tapsagoi,Uasin Gishu,Turbo,Urban,,,,,partially_functional,,,
61389,BULI01243,BULI01243224,9/19/2023 16:19,4,260,45,tap_in_home,38371,Likuyani,Bungoma,Likuyani,Rural,,,,,partially_functional,,,
61390,BULU01244,BULU01244224,7/7/2023 10:31,3,426,42,river,40046,Lugari,Bungoma,Lugari,Rural,,,,,partially_functional,,,
61391,UASO01245,UASO01245224,11/16/2025 16:45,1,97,7,tap_in_home,34529,Soy,Uasin Gishu,Soy,Urban,,,,,functional,,,
61392,UASO01246,UASO01246224,1/27/2022 11:17,5,113,5,shared_taps,29711,Kipsomba,Uasin Gishu,Soy,Rural,,,,,functional,,,
61393,BULI01247,BULI01247224,2/24/2023 12:36,3,527,47,tap_in_home,34173,Kongoni,Bungoma,Likuyani,Urban,,,,,partially_functional,,,
61394,UASO01248,UASO01248224,9/28/2022 11:42,5,78,25,shared_taps,30144,Kapkures,Uasin Gishu,Soy,Urban,,,,,functional,,,
61395,UASO01249,UASO01249224,8/14/2023 14:24,4,238,26,tap_in_home,37024,Moi'S Bridge,Uasin Gishu,Soy,Urban,,,,,functional,,,
61396,TRCH01250,TRCH01250224,6/3/2024 18:37,4,57,16,well,31832,Kaplamai,Trans Nzoia,Cherangany,Rural,,Clean,,,functional,,,
61397,TRCH01251,TRCH01251224,8/26/2022 11:17,3,306,43,shared_taps,44744,Motosiet,Trans Nzoia,Cherangany,Urban,,,,,functional,,,
61398,WEPO01252,WEPO01252224,12/1/2024 7:52,1,336,47,river,81593,Lelan,West Pokot,Pokot South,Urban,,,,,,,,
61399,TRCH01253,TRCH01253224,11/15/2025 8:55,2,481,22,river,23390,Makutano,Trans Nzoia,Cherangany,Rural,,,,,functional,,,
61400,TRCH01254,TRCH01254224,9/10/2024 13:59,3,167,23,river,34456,Sitatunga,Trans Nzoia,Cherangany,Rural,,,,,partially_functional,,,
61401,TRCH01255,TRCH01255224,1/11/2025 16:32,2,184,37,well,32968,Sinyerere,Trans Nzoia,Cherangany,Rural,,Contaminated: Chemical,,,functional,,,
61402,WEKA01256,WEKA01256224,3/2/2025 9:24,3,196,37,river,52142,Mnagei,West Pokot,Kapenguria,Rural,,,,,,,,
61403,WEKA01257,WEKA01257224,5/7/2023 7:31,5,36,27,shared_taps,23609,Siyoi,West Pokot,Kapenguria,Urban,,,,,,,,
61404,WEKA01258,WEKA01258224,1/1/2022 8:09,4,204,44,well,42080,Kapenguria,West Pokot,Kapenguria,Rural,,Contaminated:Biological,,,,,,
61405,WEKA01259,WEKA01259224,1/7/2024 17:10,4,31,2,river,30366,Lokori/Kochodin,West Pokot,Kapenguria,Rural,,,,,,,,
61406,WEPO01260,WEPO01260224,10/2/2025 13:26,3,454,39,tap_in_home_broken,66236,Chepareria,West Pokot,Pokot South,Urban,,,,,unknown,,,
61407,WEKA01261,WEKA01261224,11/10/2023 17:19,4,300,14,tap_in_home_broken,22332,Suam,West Pokot,Kacheliba,Urban,,,,,,,,
61408,WEUN01262,WEUN01262224,4/24/2023 6:36,2,347,26,shared_taps,11487,unknown 3,West Pokot,unknown 3,Urban,,,,,,,,
61409,WEKA01263,WEKA01263224,4/5/2024 13:19,4,472,47,shared_taps,20656,Kodich,West Pokot,Kacheliba,Urban,,,,,,,,
61410,BUKA01264,BUKA01264224,10/8/2023 9:56,3,50,21,shared_taps,44772,East Sang'Alo,Bungoma,Kanduyi,Rural,,,,,functional,,,
61411,BUWE01265,BUWE01265224,6/1/2025 13:47,2,525,15,river,42859,Sitikho,Bungoma,Webute West,Rural,,,,,functional,,,
61412,KALU01266,KALU01266224,5/13/2024 7:45,2,10,18,tap_in_home,38964,Chevaywa,Kakamega,Lugari,Rural,,,,,partially_functional,,,
61413,BUWE01267,BUWE01267224,10/21/2022 10:31,4,298,41,well,41383,Maraka,Bungoma,Webuye East,Urban,,Contaminated: Chemical,,,functional,,,
61414,KAMA01268,KAMA01268224,6/19/2023 6:26,3,456,42,shared_taps,37098,Shirugu-Mugai,Kakamega,Malava,Urban,,,,,partially_functional,,,
61415,KAMA01269,KAMA01269224,7/24/2025 9:02,5,475,30,river,44250,Butali/Chegulo,Kakamega,Malava,Rural,,,,,partially_functional,,,
61416,KALU01270,KALU01270224,2/21/2022 6:29,2,375,45,well,32301,Lwandeti,Kakamega,Lugari,Rural,,Contaminated: Chemical,,,functional,,,
61417,BUTO01271,BUTO01271224,6/28/2024 6:10,2,185,2,tap_in_home_broken,44730,Milima,Bungoma,Tongaren,Urban,,,,,functional,,,
61418,KAMA01272,KAMA01272224,11/14/2023 6:32,2,301,21,shared_taps,40163,Manda-Shivanga,Kakamega,Malava,Urban,,,,,partially_functional,,,
61419,BUTO01273,BUTO01273224,10/8/2022 7:12,1,124,37,well,42523,Mbakalo,Bungoma,Tongaren,Rural,,Clean,,,functional,,,
61420,BULU01274,BULU01274224,9/17/2024 15:09,3,248,8,tap_in_home,27428,Chekalini,Bungoma,Lugari,Urban,,,,,partially_functional,,,
61421,NAMO01275,NAMO01275224,12/5/2023 18:41,3,240,1,tap_in_home_broken,24151,Chepterwai,Nandi,Mosop,Urban,,,,,functional,,,
61422,UATU01276,UATU01276224,7/13/2024 8:13,2,13,0,well,46988,Ngenyilel,Uasin Gishu,Turbo,Rural,,Contaminated:Biological,,,partially_functional,,,
61423,BUTO01277,BUTO01277224,6/19/2024 18:51,4,289,12,well,49979,Naitiri/Kabuyefwe,Bungoma,Tongaren,Rural,,Contaminated:Biological,,,partially_functional,,,
61424,BUTO01278,BUTO01278224,8/24/2024 15:54,3,470,27,shared_taps,44142,Tongaren,Bungoma,Tongaren,Urban,,,,,functional,,,
61425,BULU01279,BULU01279224,1/22/2023 9:50,5,258,19,well,32792,Mautuma,Bungoma,Lugari,Rural,,Contaminated: Chemical,,,partially_functional,,,
61426,BULU01280,BULU01280224,4/1/2023 9:22,1,469,46,shared_taps,37671,Lumakanda,Bungoma,Lugari,Urban,,,,,partially_functional,,,
61427,NAMO01281,NAMO01281224,3/11/2024 12:27,4,536,18,tap_in_home_broken,27765,Kipkaren,Nandi,Mosop,Urban,,,,,,,,
61428,BUTO01282,BUTO01282224,12/12/2025 12:22,4,504,46,well,38255,Soysambu/ Mitua,Bungoma,Tongaren,Rural,,Contaminated:Biological,,,partially_functional,,,
61429,BULI01283,BULI01283224,11/10/2022 14:38,1,138,8,tap_in_home_broken,43050,Nzoia,Bungoma,Likuyani,Urban,,,,,functional,,,
61430,BULI01284,BULI01284224,10/2/2024 11:52,2,18,9,river,29736,Sango,Bungoma,Likuyani,Rural,,,,,partially_functional,,,
61431,BUBU01285,BUBU01285224,12/12/2024 6:30,1,17,33,river,43775,Bumula,Bungoma,Bumula,Urban,,,,,functional,,,
61432,BUBU01286,BUBU01286224,9/11/2022 14:50,2,445,14,river,30998,South Bukusu,Bungoma,Bumula,Rural,,,,,functional,,,
61433,BUBU01287,BUBU01287224,3/3/2024 19:38,4,22,9,river,28030,Kabula,Bungoma,Bumula,Rural,,,,,functional,,,
61434,BABA01288,BABA01288224,7/12/2025 17:42,1,62,20,tap_in_home_broken,29730,Barwessa,Baringo,Baringo North,Urban,,,,,,,,
61435,BABA01289,BABA01289224,5/8/2024 13:36,5,416,24,river,24101,Kabartonjo,Baringo,Baringo North,Rural,,,,,,,,
61436,UAMO01290,UAMO01290224,6/27/2023 13:31,2,223,40,shared_taps,21473,Sergoit,Uasin Gishu,Moiben,Rural,,,,,,,,
61437,BABA01291,BABA01291224,8/26/2024 14:00,1,501,18,shared_taps,16825,Saimo/Soi,Baringo,Baringo North,Urban,,,,,,,,
61438,BABA01292,BABA01292224,2/19/2022 18:34,2,200,46,well,26661,Saimo/Kipsaraman,Baringo,Baringo North,Rural,,Contaminated: Chemical,,,,,,
61439,BATI01293,BATI01293224,5/4/2025 19:20,3,527,30,shared_taps,24005,Churo/Amaya,Baringo,Tiaty,Urban,,,,,partially_functional,,,
61440,BATI01294,BATI01294224,5/17/2025 10:27,2,152,2,shared_taps,18344,Tangulbei/Korossi,Baringo,Tiaty,Rural,,,,,partially_functional,,,
61441,ELKE01295,ELKE01295224,1/8/2024 9:14,1,253,28,well,30026,Kapchemutwa,Elgeyo-Marakwet,Keiyo North,Rural,,Contaminated: Chemical,,,,,,
61442,UAMO01296,UAMO01296224,2/1/2022 17:49,1,268,27,well,39347,Moiben,Uasin Gishu,Moiben,Rural,,Contaminated: Chemical,,,functional,,,
61443,UAMO01297,UAMO01297224,3/3/2023 9:24,3,506,39,well,41266,Karuna/Meibeki,Uasin Gishu,Moiben,Rural,,Contaminated: Chemical,,,functional,,,
61444,BATI01298,BATI01298224,4/24/2025 14:18,3,231,29,river,15847,Loiyamorock,Baringo,Tiaty,Rural,,,,,partially_functional,,,
61445,ELKE01299,ELKE01299224,1/10/2022 9:39,5,150,28,tap_in_home,15024,Emsoo,Elgeyo-Marakwet,Keiyo North,Urban,,,,,,,,
61446,BABA01300,BABA01300224,5/18/2023 13:13,3,278,19,river,13226,Bartabwa,Baringo,Baringo North,Rural,,,,,unknown,,,
61447,UASO01301,UASO01301224,11/28/2022 11:40,2,531,27,tap_in_home,47569,Ziwa,Uasin Gishu,Soy,Urban,,,,,functional,,,
61448,BATI01302,BATI01302224,9/2/2025 7:37,5,195,48,shared_taps,22121,Ribkwo,Baringo,Tiaty,Urban,,,,,partially_functional,,,
61449,UASO01303,UASO01303224,5/17/2022 18:34,1,330,12,shared_taps,35167,Segero/Barsombe,Uasin Gishu,Soy,Urban,,,,,functional,,,
61450,ELMA01304,ELMA01304224,10/22/2025 12:07,2,96,45,river,30155,Moiben/Kuserwo,Elgeyo-Marakwet,Marakwet West,Rural,,,,,,,,
61451,ELMA01305,ELMA01305224,7/3/2025 5:24,4,470,2,shared_taps,11612,Arror,Elgeyo-Marakwet,Marakwet West,Rural,,,,,,,,
61452,ELMA01306,ELMA01306224,7/6/2022 13:45,2,429,7,shared_taps,36804,Kapsowar,Elgeyo-Marakwet,Marakwet West,Urban,,,,,,,,
61453,TRCH01307,TRCH01307224,4/5/2025 18:33,5,429,20,shared_taps,38521,Chepsiro/Kiptoror,Trans Nzoia,Cherangany,Urban,,,,,functional,,,
61454,ELMA01308,ELMA01308224,6/15/2025 19:46,5,516,42,shared_taps,25550,Cherang'Any/Chebororwa,Elgeyo-Marakwet,Marakwet West,Urban,,,,,functional,,,
61455,TUTU01309,TUTU01309224,3/27/2024 8:32,4,431,47,river,52499,Kapedo/Napeitom,Turkana,Turkana East,Rural,,,,,partially_functional,,,
61456,BATI01310,BATI01310224,11/8/2024 10:15,1,203,17,shared_taps,36317,Kolowa,Baringo,Tiaty,Urban,,,,,partially_functional,,,
61457,ELMA01311,ELMA01311224,6/5/2025 5:41,5,104,19,river,46504,Sambirir,Elgeyo-Marakwet,Marakwet East,Rural,,,,,,,,
61458,TRCH01312,TRCH01312224,6/17/2024 16:01,2,441,36,shared_taps,53269,Cherangany/Suwerwa,Trans Nzoia,Cherangany,Rural,,,,,functional,,,
61459,BATI01313,BATI01313224,10/14/2024 5:49,3,478,14,shared_taps,21373,Silale,Baringo,Tiaty,Rural,,,,,partially_functional,,,
61460,ELMA01314,ELMA01314224,7/10/2025 14:20,5,203,37,tap_in_home,18652,Kapyego,Elgeyo-Marakwet,Marakwet East,Urban,,,,,,,,
61461,ELMA01315,ELMA01315224,4/16/2025 19:56,2,18,33,well,27171,Sengwer,Elgeyo-Marakwet,Marakwet West,Rural,,Contaminated:Biological,,,functional,,,
61462,ELMA01316,ELMA01316224,9/9/2025 10:19,2,302,40,shared_taps,26734,Endo,Elgeyo-Marakwet,Marakwet East,Rural,,,,,,,,
61463,BATI01317,BATI01317224,8/6/2024 5:31,3,504,25,well,31578,Tirioko,Baringo,Tiaty,Urban,,Contaminated: Chemical,,,partially_functional,,,
61464,TUUN01318,TUUN01318224,9/27/2022 11:15,1,470,31,river,69880,unknown 2,Turkana,unknown 2,Rural,,,,,,,,
61465,TUTU01319,TUTU01319224,9/5/2023 14:31,5,17,17,shared_taps,13663,Lobokat,Turkana,Turkana South,Urban,,,,,,,,
61466,WEKA01320,WEKA01320224,12/7/2025 6:39,5,227,47,well,19108,Sook,West Pokot,Kapenguria,Rural,,Contaminated: Chemical,,,,,,
61467,WEPO01321,WEPO01321224,2/15/2024 8:56,2,220,4,tap_in_home_broken,45249,Batei,West Pokot,Pokot South,Urban,,,,,,,,
61468,WEPO01322,WEPO01322224,12/14/2022 7:03,1,398,27,tap_in_home,50057,Tapach,West Pokot,Pokot South,Urban,,,,,unknown,,,
61469,WESI01323,WESI01323224,6/3/2024 7:16,5,389,26,well,39752,Lomut,West Pokot,Sigor,Urban,,Clean,,,,,,
61470,WESI01324,WESI01324224,1/12/2022 17:18,5,224,43,tap_in_home_broken,22363,Masool,West Pokot,Sigor,Urban,,,,,,,,
61471,WESI01325,WESI01325224,8/9/2025 13:10,3,158,21,tap_in_home_broken,27853,Sekerr,West Pokot,Sigor,Rural,,,,,functional,,,
61472,WESI01326,WESI01326224,7/8/2025 5:34,5,353,9,river,48489,Weiwei,West Pokot,Sigor,Rural,,,,,,,,
61473,TREN01327,TREN01327224,2/28/2023 14:31,4,73,11,river,43998,Matumbei,Trans Nzoia,Endebess,Rural,,,,,,,,
61474,TREN01328,TREN01328224,12/19/2024 19:36,2,375,29,river,31074,Endebess,Trans Nzoia,Endebess,Rural,,,,,,,,
61475,TREN01329,TREN01329224,12/17/2023 14:44,5,32,44,well,47978,Chepchoina,Trans Nzoia,Endebess,Urban,,Contaminated: Chemical,,,,,,
61476,TRSA01330,TRSA01330224,12/11/2022 6:53,5,348,4,well,57090,Kinyoro,Trans Nzoia,Saboti,Rural,,Contaminated:Biological,,,,,,
61477,TRSA01331,TRSA01331224,5/10/2024 8:08,1,144,4,well,44236,Saboti,Trans Nzoia,Saboti,Rural,,Clean,,,,,,
61478,TRSA01332,TRSA01332224,3/22/2022 17:14,4,12,12,well,20238,Machewa,Trans Nzoia,Saboti,Rural,,Contaminated:Biological,,,,,,
61479,TRKI01333,TRKI01333224,1/10/2023 10:53,4,534,38,river,41225,Sikhendu,Trans Nzoia,Kiminini,Rural,,,,,functional,,,
61480,TRUN01334,TRUN01334224,7/13/2023 9:30,4,260,1,tap_in_home_broken,74867,unknown 4,Trans Nzoia,unknown 4,Urban,,,,,,,,
61481,TRKI01335,TRKI01335224,2/28/2022 7:39,2,296,12,tap_in_home,43578,Kiminini,Trans Nzoia,Kiminini,Urban,,,,,functional,,,
61482,TRKI01336,TRKI01336224,10/16/2022 13:19,1,304,20,tap_in_home,46694,Nabiswa,Trans Nzoia,Kiminini,Rural,,,,,functional,,,
61483,TRKW01337,TRKW01337224,1/23/2025 17:21,4,479,44,shared_taps,47528,Kwanza,Trans Nzoia,Kwanza,Urban,,,,,functional,,,
61484,BUTO01338,BUTO01338224,11/15/2023 11:26,5,253,29,shared_taps,30431,Ndalu/ Tabani,Bungoma,Tongaren,Urban,,,,,functional,,,
61485,TRSA01339,TRSA01339224,10/4/2024 6:00,3,432,3,tap_in_home_broken,21854,Matisi,Trans Nzoia,Saboti,Urban,,,,,,,,
61486,TRKW01340,TRKW01340224,5/1/2023 17:03,4,361,14,shared_taps,74255,Kapomboi,Trans Nzoia,Kwanza,Rural,,,,,functional,,,
61487,TRKI01341,TRKI01341224,7/17/2025 15:16,1,459,23,well,65747,Waitaluk,Trans Nzoia,Kiminini,Rural,,Clean,,,functional,,,
61488,TRSA01342,TRSA01342224,1/14/2022 8:04,4,260,46,tap_in_home,399,Tuwani,Trans Nzoia,Saboti,Urban,,,,,,,,
61489,TRKW01343,TRKW01343224,2/22/2025 17:47,5,353,0,shared_taps,17037,Bidii,Trans Nzoia,Kwanza,Urban,,,,,,,,
61490,TRKI01344,TRKI01344224,3/24/2022 16:19,4,127,35,tap_in_home,19145,Hospital,Trans Nzoia,Kiminini,Urban,,,,,functional,,,
61491,BULI01345,BULI01345224,12/9/2023 8:56,3,5,24,shared_taps,27318,Sinoko,Bungoma,Likuyani,Urban,,,,,partially_functional,,,
61492,TRKI01346,TRKI01346224,2/22/2023 14:49,5,172,6,well,30311,Sirende,Trans Nzoia,Kiminini,Rural,,Contaminated: Chemical,,,functional,,,
61493,MAMA01347,MAMA01347224,5/4/2023 8:49,1,496,15,shared_taps,23483,Guticha,Mandera,Mandera North,Rural,,,,,,,,
61494,MAMA01348,MAMA01348224,3/14/2023 19:36,5,519,10,shared_taps,18268,Morothile,Mandera,Mandera North,Urban,,,,,,,,
61495,MABA01349,MABA01349224,1/24/2025 13:19,2,28,24,well,17577,Guba,Mandera,Banissa,Rural,,Contaminated:Biological,,,,,,
61496,MAMA01350,MAMA01350224,12/26/2022 7:46,5,227,8,well,93245,Kutulo,Mandera,Mandera South,Rural,,Contaminated:Biological,,,,,,
61497,MAMA01351,MAMA01351224,8/28/2025 11:09,5,383,13,tap_in_home_broken,40090,Ashabito,Mandera,Mandera North,Urban,,,,,,,,
61498,MAMA01352,MAMA01352224,9/7/2022 7:30,4,173,21,shared_taps,43757,Rhamu-Dimtu,Mandera,Mandera North,Rural,,,,,,,,
61499,MAMA01353,MAMA01353224,7/19/2025 19:38,1,424,29,shared_taps,16049,Wargadud,Mandera,Mandera South,Urban,,,,,,,,
61500,MAMA01354,MAMA01354224,2/19/2024 15:39,2,301,19,tap_in_home,0,Elwak South,Mandera,Mandera South,Urban,,,,,,,,
61501,MAMA01355,MAMA01355224,9/11/2025 11:45,5,434,36,river,41895,Shimbir Fatuma,Mandera,Mandera South,Rural,,,,,,,,
61502,MALA01356,MALA01356224,2/15/2023 13:21,5,240,18,shared_taps,19616,Waranqara,Mandera,Lafey,Urban,,,,,,,,
61503,MALA01357,MALA01357224,8/3/2025 7:15,4,243,18,tap_in_home_broken,6787,Alango Gof,Mandera,Lafey,Rural,,,,,,,,
61504,MALA01358,MALA01358224,12/23/2025 14:01,4,405,36,tap_in_home,39778,Lafey,Mandera,Lafey,Urban,,,,,,,,
61505,MAMA01359,MAMA01359224,11/5/2022 12:55,3,286,30,shared_taps,15276,Fino,Mandera,Mandera East,Urban,,,,,,,,
61506,MAMA01360,MAMA01360224,10/19/2025 11:04,5,298,47,well,49773,Rhamu,Mandera,Mandera North,Rural,,Contaminated: Chemical,,,,,,
61507,MALA01361,MALA01361224,4/15/2024 16:43,2,480,28,well,40573,Libehia,Mandera,Lafey,Rural,,Clean,,,,,,
61508,MAMA01362,MAMA01362224,5/14/2024 10:03,5,364,33,river,35191,Arabia,Mandera,Mandera East,Urban,,,,,,,,
61509,MAMA01363,MAMA01363224,5/14/2023 18:32,1,132,4,shared_taps,8849,Khalalio,Mandera,Mandera East,Rural,,,,,,,,
61510,MAMA01364,MAMA01364224,6/9/2025 8:08,4,59,26,river,18981,Bulla Mpya,Mandera,Mandera East,Rural,,,,,,,,
61511,MAMA01365,MAMA01365224,11/10/2025 16:00,3,446,47,shared_taps,25707,Takaba South,Mandera,Mandera West,Urban,,,,,,,,
61512,MAUN01366,MAUN01366224,8/19/2023 5:34,3,57,27,river,29633,unknown 1,Mandera,unknown 1,Rural,,,,,,,,
61513,MAMO01367,MAMO01367224,8/14/2024 12:42,1,40,18,shared_taps,21442,Butiye,Marsabit,Moyale,Rural,,,,,functional,,,
61514,MAMO01368,MAMO01368224,11/9/2023 8:32,1,79,20,shared_taps,36815,Golbo,Marsabit,Moyale,Urban,,,,,partially_functional,,,
61515,MAMO01369,MAMO01369224,7/18/2024 16:27,3,178,35,tap_in_home,24164,Heillu/Manyatta,Marsabit,Moyale,Urban,,,,,,,,
61516,MAMO01370,MAMO01370224,3/13/2023 16:14,2,137,17,river,9037,Moyale Township,Marsabit,Moyale,Rural,,,,,functional,,,
61517,MAMO01371,MAMO01371224,1/25/2025 11:22,5,44,7,shared_taps,7516,Obbu,Marsabit,Moyale,Urban,,,,,partially_functional,,,
61518,MAMO01372,MAMO01372224,2/18/2023 14:35,5,315,34,river,21267,Sololo,Marsabit,Moyale,Urban,,,,,,,,
61519,MAMO01373,MAMO01373224,4/25/2025 16:35,5,453,38,well,21753,Uran,Marsabit,Moyale,Rural,,Clean,,,functional,,,
61520,MANO01374,MANO01374224,8/10/2024 8:41,5,9,8,tap_in_home,11808,Turbi,Marsabit,North Horr,Urban,,,,,functional,,,
61521,WAEL01375,WAEL01375224,3/8/2023 10:18,1,177,46,shared_taps,39570,Della,Wajir,Eldas,Rural,,,,,,,,
61522,WAEL01376,WAEL01376224,6/6/2023 8:46,3,422,21,river,30096,Eldas,Wajir,Eldas,Rural,,,,,,,,
61523,WAEL01377,WAEL01377224,4/28/2023 18:33,3,520,30,tap_in_home,28721,Lakoley South/Basir,Wajir,Eldas,Urban,,,,,,,,
61524,WATA01378,WATA01378224,5/17/2022 18:33,2,269,15,shared_taps,19382,Elben,Wajir,Tarbaj,Rural,,,,,,,,
61525,WATA01379,WATA01379224,9/2/2022 11:21,3,426,29,well,6521,Sarman,Wajir,Tarbaj,Rural,,Contaminated:Biological,,,,,,
61526,WATA01380,WATA01380224,8/10/2024 14:36,4,239,20,tap_in_home_broken,10556,Wargadud,Wajir,Tarbaj,Urban,,,,,,,,
61527,WAWA01381,WAWA01381224,6/15/2024 11:01,3,293,13,tap_in_home,11028,Batalu,Wajir,Wajir North,Urban,,,,,,,,
61528,WAWA01382,WAWA01382224,10/21/2025 13:16,3,421,22,tap_in_home,20921,Bute,Wajir,Wajir North,Urban,,,,,functional,,,
61529,WAWA01383,WAWA01383224,2/27/2025 7:15,5,206,38,shared_taps,18886,Danaba,Wajir,Wajir North,Rural,,,,,,,,
61530,WAWA01384,WAWA01384224,6/6/2022 17:40,4,354,45,tap_in_home_broken,4470,Godoma,Wajir,Wajir North,Urban,,,,,,,,
61531,WAWA01385,WAWA01385224,10/1/2025 13:00,2,67,9,river,20227,Gurar,Wajir,Wajir North,Rural,,,,,functional,,,
61532,WAWA01386,WAWA01386224,8/25/2024 16:45,3,20,18,river,36532,Korondile,Wajir,Wajir North,Rural,,,,,,,,
